CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1M_School closing,C1M_Flag,C2M_Workplace closing,C2M_Flag,C3M_Cancel public events,C3M_Flag,C4M_Restrictions on gatherings,C4M_Flag,C5M_Close public transport,C5M_Flag,C6M_Stay at home requirements,C6M_Flag,C7M_Restrictions on internal movement,C7M_Flag,C8EV_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H6M_Flag,H7_Vaccination policy,H7_Flag,H8M_Protection of elderly people,H8M_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_Average,StringencyIndex_Average_ForDisplay,GovernmentResponseIndex_Average,GovernmentResponseIndex_Average_ForDisplay,ContainmentHealthIndex_Average,ContainmentHealthIndex_Average_ForDisplay,EconomicSupportIndex,EconomicSupportIndex_ForDisplay
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201119,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,16322,254,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201120,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,16472,255,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201121,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,16591,258,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201122,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,16671,260,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201123,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,16769,263,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201124,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,16848,265,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201125,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,16935,266,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201126,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,17051,270,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201127,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,17157,270,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201128,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,17246,274,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201129,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,17342,276,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201130,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,17409,277,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201201,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,17537,278,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201202,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,17642,281,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201203,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,17717,284,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201204,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,17828,287,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201205,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,17926,289,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201206,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18027,291,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201207,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18113,293,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201208,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18239,296,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201209,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18322,297,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201210,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18410,298,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201211,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18502,299,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201212,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18572,300,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201213,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18638,301,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201214,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18714,302,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201215,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18776,304,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201216,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18843,304,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201217,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18905,304,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201218,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,18979,305,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201219,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19044,306,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201220,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19073,308,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201221,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19128,310,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201222,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19184,312,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201223,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19266,313,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201224,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19309,314,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201225,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19345,314,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201226,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19423,315,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201227,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19486,315,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201228,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19551,316,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201229,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19615,316,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201230,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19682,316,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20201231,3.00,1,2.00,1,1.00,1,3.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19748,317,NV,Under 50%,66.67,66.67,67.71,67.71,66.67,66.67,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210101,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19799,318,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210102,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19865,319,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210103,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19881,320,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210104,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,19936,321,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210105,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,20026,322,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210106,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,20104,323,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210107,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,20147,325,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210108,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,20201,326,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210109,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,20251,327,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210110,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,20295,327,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210111,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,20342,327,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210112,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,20378,328,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210113,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,20415,329,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210114,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,20438,330,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210115,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,0.00,,1.00,1,,0,0,,,,,,,0,0,20464,330,NV,Under 50%,54.63,54.63,60.94,60.94,58.93,58.93,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210116,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20503,330,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210117,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20537,330,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210118,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20564,330,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210119,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20595,330,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210120,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20623,330,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210121,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20639,331,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210122,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20664,332,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210123,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20686,333,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210124,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20718,334,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210125,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20779,334,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210126,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20779,334,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
India,IND,Chandigarh,IND_CH,STATE_TOTAL,20210127,3.00,1,2.00,1,1.00,1,2.00,1,0.00,,0.00,,1.00,1,3.00,1.00,1,2.00,,,2.00,1,3.00,2.00,,0.00,4.00,1,2.00,1,1.00,1,,1,1,,,0,0,2,1,5,0,20819,334,NV,Under 50%,54.63,54.63,63.44,63.44,61.79,61.79,75.00,75.00
